accuracy,loss,val_accuracy,val_loss
0.3024138808250427,1.8949254751205444,0.37419894337654114,1.6196128129959106
0.4196245074272156,1.5064916610717773,0.4183616638183594,1.469191312789917
0.4743112027645111,1.3809046745300293,0.4366118609905243,1.4633197784423828
0.49726566672325134,1.3226972818374634,0.5203399062156677,1.2389144897460938
0.5169110894203186,1.272085428237915,0.5253552794456482,1.2430858612060547
0.5264202952384949,1.237722635269165,0.5268877148628235,1.2230035066604614
0.5392037630081177,1.21017587184906,0.5397046804428101,1.209608793258667
0.5508376955986023,1.1871446371078491,0.5429089069366455,1.180580735206604
0.5571771860122681,1.164243459701538,0.530231237411499,1.2379523515701294
0.5677313804626465,1.14490807056427,0.5523822903633118,1.1769728660583496
0.5769967436790466,1.1195993423461914,0.5938979983329773,1.0708105564117432
0.5835800766944885,1.0979814529418945,0.5784341096878052,1.126340627670288
0.593193769454956,1.0790568590164185,0.5632488131523132,1.1581004858016968
0.5973039865493774,1.0643919706344604,0.6004458069801331,1.0551844835281372
0.6081019639968872,1.0403143167495728,0.48551127314567566,1.3460205793380737
0.6109930872917175,1.0287084579467773,0.5948732495307922,1.0699199438095093
0.6188651919364929,1.0135592222213745,0.5136528015136719,1.3132528066635132
0.6274687647819519,0.9896003603935242,0.6008637547492981,1.0710787773132324
0.6330070495605469,0.9779139161109924,0.6046252250671387,1.0469433069229126
0.6370475888252258,0.9655776619911194,0.6026748418807983,1.0539886951446533
0.6431084275245667,0.9521387219429016,0.5805238485336304,1.1408796310424805
0.6461388468742371,0.9382769465446472,0.6184173822402954,1.0289169549942017
0.6520951390266418,0.9244961142539978,0.6195319294929504,1.0219814777374268
0.6619875431060791,0.9085055589675903,0.6037893295288086,1.0758565664291382
0.6655403971672058,0.9034102559089661,0.5585120916366577,1.2057647705078125
0.6689191460609436,0.8853631019592285,0.6244078874588013,1.0177334547042847
0.6688146591186523,0.8785127997398376,0.6246865391731262,1.0286909341812134
0.6768609285354614,0.8700838088989258,0.6193925738334656,1.052930235862732
0.6809014678001404,0.8560211062431335,0.5734187960624695,1.1490072011947632
0.6873105764389038,0.836751401424408,0.6297018527984619,1.0159189701080322
0.689156711101532,0.8331357836723328,0.6290053129196167,1.0122451782226562
0.6943119168281555,0.8192673921585083,0.630537748336792,1.019086480140686
0.6906545162200928,0.8290342688560486,0.6253831386566162,1.0346317291259766
0.6983524560928345,0.8076238632202148,0.6042072772979736,1.092963457107544
0.7012086510658264,0.7971904277801514,0.5933407545089722,1.143499493598938
0.7082796096801758,0.7831795811653137,0.5873502492904663,1.1456154584884644
0.711728036403656,0.7776753306388855,0.6352744698524475,1.0299216508865356
0.7143404483795166,0.7677156925201416,0.5635274648666382,1.2058199644088745
0.7148629426956177,0.7716419696807861,0.6139593124389648,1.0819661617279053
0.7178933620452881,0.7551016807556152,0.622875452041626,1.062960147857666
0.7240238189697266,0.7440173029899597,0.6306770443916321,1.0708328485488892
0.7236754894256592,0.745524525642395,0.6178601384162903,1.0782725811004639
0.725974440574646,0.7413172125816345,0.638478696346283,1.03193998336792
0.7299104928970337,0.7321745753288269,0.6253831386566162,1.0754501819610596
0.7371207475662231,0.7181681394577026,0.608386754989624,1.123389720916748
0.73429936170578,0.7202066779136658,0.645026445388794,1.0413204431533813
0.7365982532501221,0.7063108086585999,0.6363889575004578,1.0688636302947998
0.7430074214935303,0.6955829858779907,0.6434940099716187,1.0442928075790405
0.7444703578948975,0.6875994205474854,0.6266369223594666,1.0929077863693237
0.7463164925575256,0.6878049373626709,0.6117302775382996,1.1266839504241943
0.7441220283508301,0.6836085915565491,0.6468375325202942,1.0440319776535034
0.7512974739074707,0.6759456396102905,0.6405683755874634,1.0580745935440063
0.7560346722602844,0.6688439249992371,0.6348565220832825,1.0767905712127686
0.756069540977478,0.6635176539421082,0.6365282535552979,1.0783476829528809
0.7557908892631531,0.6607413291931152,0.6400111317634583,1.0802512168884277
