accuracy,loss,val_accuracy,val_loss,learning_rate
0.29642271995544434,1.8779722452163696,0.3722485303878784,1.5959874391555786,0.0010000000474974513
0.41506147384643555,1.5146952867507935,0.46308162808418274,1.3976880311965942,0.0010000000474974513
0.4665784239768982,1.3878220319747925,0.42630258202552795,1.489890456199646,0.0010000000474974513
0.4917621612548828,1.3353852033615112,0.457648366689682,1.3874191045761108,0.0010000000474974513
0.5103626251220703,1.282302975654602,0.5018110871315002,1.311110258102417,0.0010000000474974513
0.522797703742981,1.2528706789016724,0.47840625047683716,1.335681676864624,0.0010000000474974513
0.5331080555915833,1.2257742881774902,0.5,1.3153630495071411,0.0010000000474974513
0.546448826789856,1.193111538887024,0.42630258202552795,1.5338239669799805,0.0010000000474974513
0.5663729310035706,1.140109658241272,0.5865143537521362,1.088867425918579,0.0005000000237487257
0.5797137022018433,1.1102545261383057,0.5902758240699768,1.0762161016464233,0.0005000000237487257
0.5853216648101807,1.091542363166809,0.5544719696044922,1.1569993495941162,0.0005000000237487257
0.5966421961784363,1.0687029361724854,0.5576762557029724,1.156291127204895,0.0005000000237487257
0.6030861139297485,1.052754282951355,0.6030927896499634,1.051952838897705,0.0005000000237487257
0.6085896492004395,1.0364623069763184,0.584424614906311,1.0897516012191772,0.0005000000237487257
0.617123544216156,1.0164512395858765,0.6056004166603088,1.0439274311065674,0.0005000000237487257
0.6200494766235352,1.0125328302383423,0.6049038767814636,1.0355517864227295,0.0005000000237487257
0.6205022931098938,1.0017343759536743,0.5873502492904663,1.0820114612579346,0.0005000000237487257
0.6315789222717285,0.9831266403198242,0.5990526676177979,1.079218864440918,0.0005000000237487257
0.6339126825332642,0.970369815826416,0.6117302775382996,1.0295604467391968,0.0005000000237487257
0.6435264348983765,0.9515124559402466,0.6128448247909546,1.0330263376235962,0.0005000000237487257
0.6450590491294861,0.9424079060554504,0.6111730337142944,1.042529821395874,0.0005000000237487257
0.6484726071357727,0.9346505999565125,0.6028141379356384,1.059021234512329,0.0005000000237487257
0.6623358726501465,0.9038137197494507,0.6216216087341309,1.0085841417312622,0.0002500000118743628
0.6696158051490784,0.8850460648536682,0.6324881315231323,1.0009074211120605,0.0002500000118743628
0.6740743517875671,0.8722172379493713,0.630259096622467,1.0056146383285522,0.0002500000118743628
0.6781148910522461,0.8617506623268127,0.6327667832374573,1.0001728534698486,0.0002500000118743628
0.6806576251983643,0.8547112941741943,0.6355530619621277,1.0052906274795532,0.0002500000118743628
0.6879375576972961,0.8440528512001038,0.6245472431182861,1.0245964527130127,0.0002500000118743628
0.6872409582138062,0.8393151760101318,0.6082473993301392,1.0784088373184204,0.0002500000118743628
0.6955658793449402,0.8184442520141602,0.6178601384162903,1.0497232675552368,0.0001250000059371814
0.6978299617767334,0.8123898506164551,0.6372248530387878,1.0134305953979492,0.0001250000059371814
0.7031592726707458,0.7997168898582458,0.6404290795326233,1.000157356262207,0.0001250000059371814
0.7016615271568298,0.7958239912986755,0.638896644115448,0.9992987513542175,6.25000029685907e-05
0.7081751227378845,0.7886847257614136,0.6372248530387878,1.0044786930084229,6.25000029685907e-05
0.7060155272483826,0.7868918180465698,0.6395931839942932,0.9986484050750732,6.25000029685907e-05
0.7091504335403442,0.7766090035438538,0.6395931839942932,0.9982874989509583,6.25000029685907e-05
0.7082796096801758,0.7801970839500427,0.6397325396537781,0.9996982216835022,6.25000029685907e-05
0.7108572125434875,0.7807710766792297,0.638478696346283,1.0062869787216187,6.25000029685907e-05
0.7106830477714539,0.7768909931182861,0.6355530619621277,1.020978331565857,6.25000029685907e-05
0.7094290852546692,0.7788241505622864,0.6405683755874634,0.9978854060173035,3.125000148429535e-05
0.713887631893158,0.7728285789489746,0.6419615745544434,1.0022684335708618,3.125000148429535e-05
0.7115538716316223,0.7679845094680786,0.6398718357086182,0.9980002045631409,3.125000148429535e-05
0.7148977518081665,0.7743566036224365,0.6405683755874634,1.0023950338363647,3.125000148429535e-05
0.7136437892913818,0.7670722603797913,0.6407077312469482,0.9998651742935181,1.5625000742147677e-05
0.7164303660392761,0.7667163014411926,0.6419615745544434,1.000409722328186,1.5625000742147677e-05
0.7151067852973938,0.7626612782478333,0.6402897834777832,0.9984109401702881,1.5625000742147677e-05
0.7131909728050232,0.7640603184700012,0.6408470273017883,0.9992380738258362,7.812500371073838e-06
0.7160124182701111,0.7612642645835876,0.6421008706092834,0.9987820982933044,7.812500371073838e-06
0.7140269875526428,0.769820511341095,0.6412649750709534,0.9967354536056519,7.812500371073838e-06
0.7193562984466553,0.7575987577438354,0.6416829228401184,0.998749852180481,7.812500371073838e-06
